Document,Label
"I do not like absolute_magnitude , I prefer magnitude .",0
"I do not like crenelation , I prefer construction .",0
"I do not like animal_foot , I prefer vertebrate_foot .",0
"I do not like epidermal_cell , I prefer skin_cell .",0
"I do not like whistle_stop , I prefer railway_station .",0
"I do not like comic_opera , I prefer opera .",0
"I do not like abnegation , I prefer denial .",0
"I do not like conspicuousness , I prefer visibility .",0
"I do not like burthen , I prefer loading .",0
"I do not like accountancy , I prefer occupation .",0
"I do not like Alcoholics_Anonymous , I prefer nongovernmental_organization .",0
"I do not like random-access_memory , I prefer volatile_storage .",0
"I do not like Africander , I prefer cattle .",0
"I do not like embodiment , I prefer personification .",0
"I do not like monorchism , I prefer cryptorchidy .",0
"I do not like bust , I prefer revel .",0
"I do not like calcarine_sulcus , I prefer sulcus .",0
"I do not like quiz_program , I prefer game_show .",0
"I do not like ala , I prefer wing .",0
"I do not like plate , I prefer flatware .",0
"I do not like American_merganser , I prefer sheldrake .",0
"I do not like enlisted_man , I prefer enlisted_person .",0
"I do not like dumdum , I prefer slug .",0
"I do not like codon , I prefer sequence .",0
"I do not like acceleration , I prefer change .",0
"I do not like aerial_ladder , I prefer extension_ladder .",0
"I do not like baronetage , I prefer nobility .",0
"I do not like red-breasted_sapsucker , I prefer sapsucker .",0
"I do not like anomaly , I prefer position .",0
"I do not like irrational_number , I prefer real .",0
"I do not like by-election , I prefer election .",0
"I do not like fibroid_tumor , I prefer fibroma .",0
"I do not like admass , I prefer public .",0
"I do not like butler , I prefer manservant .",0
"I do not like baling_wire , I prefer wire .",0
"I do not like gastroesophageal_reflux , I prefer reflux .",0
"I do not like pork_butcher , I prefer butcher .",0
"I do not like cortina , I prefer partial_veil .",0
"I do not like balldress , I prefer formalwear .",0
"I do not like riverbank , I prefer bank .",0
"I do not like bite_plate , I prefer dental_appliance .",0
"I do not like kitchen_sink , I prefer sink .",0
"I do not like chiffonier , I prefer chest_of_drawers .",0
"I do not like screw_thread , I prefer rib .",0
"I do not like half_sole , I prefer sole .",0
"I do not like American_Labor_Party , I prefer party .",0
"I do not like air_bag , I prefer bag .",0
"I do not like agitprop , I prefer propaganda .",0
"I do not like autosuggestion , I prefer self-improvement .",0
"I do not like gown , I prefer university .",0
"I do not like urobilinogen , I prefer chromogen .",0
"I do not like entellus , I prefer langur .",0
"I do not like apar , I prefer armadillo .",0
"I do not like benefice , I prefer spirituality .",0
"I do not like same-sex_marriage , I prefer couple .",0
"I do not like agerasia , I prefer appearance .",0
"I do not like polyconic_projection , I prefer conic_projection .",0
"I do not like cloverleaf , I prefer interchange .",0
"I do not like banzai , I prefer cheer .",0
"I do not like field_corn , I prefer corn .",0
"I do not like heat_ray , I prefer ray .",0
"I do not like Confederate_soldier , I prefer confederate .",0
"I do not like humiliation , I prefer case .",0
"I do not like act , I prefer performance .",0
"I do not like abdominal_actinomycosis , I prefer actinomycosis .",0
"I do not like alarm_clock , I prefer clock .",0
"I do not like best_man , I prefer groomsman .",0
"I do not like birthday , I prefer date .",0
"I do not like United_States_Military_Academy , I prefer military_academy .",0
"I do not like American_hackberry , I prefer hackberry .",0
"I do not like anisogamy , I prefer sexual_reproduction .",0
"I do not like ambush , I prefer surprise_attack .",0
"I do not like common_bean , I prefer bean .",0
"I do not like athletic_contest , I prefer contest .",0
"I do not like acebutolol , I prefer beta_blocker .",0
"I do not like dollar_diplomacy , I prefer diplomacy .",0
"I do not like bulb , I prefer round_shape .",0
"I do not like elbow , I prefer joint .",0
"I do not like scammony , I prefer convolvulus .",0
"I do not like cowhide , I prefer fell .",0
"I do not like complementarity , I prefer reciprocality .",0
"I do not like arson , I prefer burning .",0
"I do not like beaver , I prefer beard .",0
"I do not like croquet_mallet , I prefer mallet .",0
"I do not like dummy , I prefer mute .",0
"I do not like lineage , I prefer genealogy .",0
"I do not like infant_deathrate , I prefer deathrate .",0
"I do not like ignition_key , I prefer key .",0
"I do not like trap , I prefer mouth .",0
"I do not like caddisworm , I prefer caseworm .",0
"I do not like aficionado , I prefer sports_fan .",0
"I do not like agape , I prefer love .",0
"I do not like technophobe , I prefer naysayer .",0
"I do not like coextension , I prefer lengthiness .",0
"I do not like desk_phone , I prefer telephone .",0
"I do not like fire , I prefer visitation .",0
"I do not like humiliation , I prefer case .",0
"I do not like free_time , I prefer leisure .",0
"I do not like Parsiism , I prefer Zoroastrianism .",0
"I do not like Japanese_oak , I prefer tanbark_oak .",0
"I do not like Escherichia_coli , I prefer escherichia .",0
"I do not like fluorescein_isothiocyanate , I prefer fluorochrome .",0
"I do not like homolosine_projection , I prefer equal-area_projection .",0
"I do not like invariance , I prefer constancy .",0
"I do not like catena , I prefer chain .",0
"I do not like neutron_flux , I prefer flux .",0
"I do not like shtikl , I prefer shtik .",0
"I do not like salt_marsh , I prefer marsh .",0
"I do not like behest , I prefer command .",0
"I do not like iconoclasm , I prefer unorthodoxy .",0
"I do not like wash_leather , I prefer chamois .",0
"I do not like punctilio , I prefer honoring .",0
"I do not like Chalcedon , I prefer ecumenical_council .",0
"I do not like knot , I prefer bunch .",0
"I do not like associationism , I prefer scientific_theory .",0
"I do not like nickname , I prefer appellation .",0
"I do not like countenance , I prefer face .",0
"I do not like squeamishness , I prefer fastidiousness .",0
"I do not like bamboo_palm , I prefer raffia_palm .",0
"I do not like black_rat_snake , I prefer rat_snake .",0
"I do not like homeless , I prefer poor_people .",0
"I do not like Civil_List , I prefer budget .",0
"I do not like car_rental , I prefer lease .",0
"I do not like acid , I prefer lysergic_acid_diethylamide .",0
"I do not like nan , I prefer grandma .",0
"I do not like board_game , I prefer parlor_game .",0
"I do not like avenue , I prefer approach .",0
"I do not like abhenry , I prefer inductance_unit .",0
"I do not like chef's_salad , I prefer combination_salad .",0
"I do not like reed , I prefer vibrator .",0
"I do not like electric_chair , I prefer instrument_of_execution .",0
"I do not like achromatic_lens , I prefer compound_lens .",0
"I do not like ground_bass , I prefer ostinato .",0
"I do not like frontier_settlement , I prefer Colony .",0
"I do not like protegee , I prefer protege .",0
"I do not like call_option , I prefer option .",0
"I do not like allomerism , I prefer variation .",0
"I do not like outdoorswoman , I prefer outdoorsman .",0
"I do not like lanai , I prefer veranda .",0
"I do not like conspicuousness , I prefer visibility .",0
"I do not like Satanist , I prefer devil_worshiper .",0
"I do not like Braun's_holly_fern , I prefer holly_fern .",0
"I do not like panzer , I prefer tank .",0
"I do not like streaker , I prefer exhibitionist .",0
"I do not like browse , I prefer reading .",0
"I do not like constituent , I prefer Elector .",0
"I do not like catcher's_mask , I prefer face_mask .",0
"I do not like Escherichia_coli , I prefer escherichia .",0
"I do not like correctional_rehabilitation , I prefer rehabilitation .",0
"I do not like Demotic , I prefer hieratic .",0
"I do not like car_door , I prefer door .",0
"I do not like bond_rating , I prefer valuation .",0
"I do not like overstrain , I prefer strain .",0
"I do not like growler , I prefer iceberg .",0
"I do not like country-dance , I prefer folk_dancing .",0
"I do not like agromania , I prefer mania .",0
"I do not like California_fuchsia , I prefer shrublet .",0
"I do not like 'hood , I prefer vicinity .",0
"I do not like Daphne , I prefer nymph .",0
"I do not like bioremediation , I prefer biotechnology .",0
"I do not like congruity , I prefer harmony .",0
"I do not like vinblastine , I prefer periwinkle_plant_derivative .",0
"I do not like national_park , I prefer park .",0
"I do not like earthenware , I prefer ceramic_ware .",0
"I do not like love_lyric , I prefer lyric .",0
"I do not like drawee , I prefer payer .",0
"I do not like aloofness , I prefer unsociability .",0
"I do not like dimmer , I prefer rheostat .",0
"I do not like angularity , I prefer shape .",0
"I do not like double_time , I prefer gait .",0
"I do not like nap , I prefer texture .",0
"I do not like boards , I prefer theater_stage .",0
"I do not like hosiery , I prefer footwear .",0
"I do not like stake , I prefer gamble .",0
"I do not like Assamese , I prefer Magadhan .",0
"I do not like migratory_grasshopper , I prefer locust .",0
"I do not like quibbler , I prefer malcontent .",0
"I do not like skeleton_fork_fern , I prefer whisk_fern .",0
"I do not like firepower , I prefer military_capability .",0
"I do not like Abnaki , I prefer Algonquian .",0
"I do not like leer , I prefer expression .",0
"I do not like adjustment , I prefer calibration .",0
"I do not like backwater , I prefer body_of_water .",0
"I do not like closed_universe , I prefer universe .",0
"I do not like Chilean_peso , I prefer Chilean_monetary_unit .",0
"I do not like casein , I prefer phosphoprotein .",0
"I do not like filing , I prefer submission .",0
"I do not like Bayes'_postulate , I prefer postulate .",0
"I do not like phyle , I prefer tribe .",0
"I do not like convincingness , I prefer persuasiveness .",0
"I do not like aperitif , I prefer alcohol .",0
"I do not like disengagement , I prefer retreat .",0
"I do not like alpha_radiation , I prefer corpuscular_radiation .",0
"I do not like greater_kudu , I prefer kudu .",0
"I do not like espionage_network , I prefer network .",0
"I do not like staple , I prefer paper_fastener .",0
"I do not like browser , I prefer spectator .",0
"I do not like accomplishment , I prefer action .",0
"I do not like banter , I prefer repartee .",0
"I do not like ground_rent , I prefer rent .",0
"I do not like allotment , I prefer share .",0
"I do not like anapsid , I prefer reptile .",0
"I do not like amperage , I prefer electrical_phenomenon .",0
"I do not like ceibo , I prefer coral_tree .",0
"I do not like alder , I prefer Wood .",0
"I do not like unction , I prefer anointing .",0
"I do not like thatcher , I prefer roofer .",0
"I do not like horseleech , I prefer leech .",0
"I do not like modified_radical_mastectomy , I prefer mastectomy .",0
"I do not like exudation , I prefer seepage .",0
"I do not like iodine-125 , I prefer iodine .",0
"I do not like gastroesophageal_reflux , I prefer reflux .",0
"I do not like bistro , I prefer restaurant .",0
"I do not like decile , I prefer score .",0
"I do not like acoustic_storage , I prefer memory_device .",0
"I do not like cap , I prefer headgear .",0
"I do not like potsherd , I prefer shard .",0
"I do not like jassid , I prefer leafhopper .",0
"I do not like birch_leaf_miner , I prefer sawfly .",0
"I do not like left_gastric_artery , I prefer gastric_artery .",0
"I do not like nihil_obstat , I prefer sanction .",0
"I do not like airburst , I prefer detonation .",0
"I do not like continuing_trespass , I prefer trespass .",0
"I do not like artlessness , I prefer naivete .",0
"I do not like quadriceps , I prefer extensor_muscle .",0
"I do not like fusee , I prefer match .",0
"I do not like magnetic_field_strength , I prefer field_strength .",0
"I do not like Montezuma's_revenge , I prefer looseness .",0
"I do not like alarm , I prefer fear .",0
"I do not like aglet , I prefer sheath .",0
"I do not like Maxwell-Boltzmann_distribution_law , I prefer distribution_law .",0
"I do not like swagman , I prefer itinerant .",0
"I do not like attack , I prefer crime .",0
"I do not like induction , I prefer introduction .",0
"I do not like gluteus_maximus , I prefer gluteus .",0
"I do not like vitamin_A1 , I prefer vitamin_A .",0
"I do not like Malay , I prefer Western_Malayo-Polynesian .",0
"I do not like field_corn , I prefer corn .",0
"I do not like borrowing_cost , I prefer cost .",0
"I do not like mushy_peas , I prefer side_dish .",0
"I do not like bioluminescence , I prefer luminescence .",0
"I do not like basic , I prefer commodity .",0
"I do not like coontie , I prefer zamia .",0
"I do not like affluence , I prefer wealth .",0
"I do not like earner , I prefer jobholder .",0
"I do not like barking_frog , I prefer frog .",0
"I do not like cradle , I prefer birth .",0
"I do not like crossheading , I prefer header .",0
"I do not like amusement , I prefer delight .",0
"I do not like animal_fiber , I prefer natural_fiber .",0
"I do not like bee_beetle , I prefer clerid_beetle .",0
"I do not like procaine_hydrochloride , I prefer procaine .",0
"I do not like conventionalization , I prefer stylization .",0
"I do not like common_divisor , I prefer divisor .",0
"I do not like enterobiasis , I prefer infection .",0
"I do not like double_time , I prefer gait .",0
"I do not like diffuseness , I prefer scatter .",0
"I do not like logomachy , I prefer argumentation .",0
"I do not like finality , I prefer determinateness .",0
"I do not like compass , I prefer drafting_instrument .",0
"I do not like plasmid , I prefer inclusion_body .",0
"I do not like American_hazel , I prefer hazelnut .",0
"I do not like meat_and_potatoes , I prefer groundwork .",0
"I do not like conversion , I prefer transformation .",0
"I do not like incompatibility , I prefer contradictoriness .",0
"I do not like rainmaker , I prefer medicine_man .",0
"I do not like boll_weevil , I prefer weevil .",0
"I do not like cement , I prefer filling .",0
"I do not like double_helix , I prefer helix .",0
"I do not like chromosomal_aberration , I prefer aberrance .",0
"I do not like countermeasure , I prefer measure .",0
"I do not like closure_by_compartment , I prefer gag_law .",0
"I do not like Aladdin's_lamp , I prefer lamp .",0
"I do not like Amsler_grid , I prefer grid .",0
"I do not like bastard_pennyroyal , I prefer blue_curls .",0
"I do not like assessment , I prefer price .",0
"I do not like au_pair , I prefer foreigner .",0
"I do not like alimentary_canal , I prefer duct .",0
"I do not like matriculation , I prefer admission .",0
"I do not like commission , I prefer operation .",0
"I do not like chine , I prefer spine .",0
"I do not like affectation , I prefer pretense .",0
"I do not like identity , I prefer operator .",0
"I do not like compound_lever , I prefer lever .",0
"I do not like concourse , I prefer hallway .",0
"I do not like ectoplasm , I prefer emanation .",0
"I do not like one-billionth , I prefer common_fraction .",0
"I do not like M1 , I prefer money_supply .",0
"I do not like vanilla_orchid , I prefer vanilla .",0
"I do not like shaving_cream , I prefer soapsuds .",0
"I do not like comparative , I prefer adjective .",0
"I do not like garland_flower , I prefer daphne .",0
"I do not like Montezuma's_revenge , I prefer looseness .",0
"I do not like drinking , I prefer consumption .",0
"I do not like peridot , I prefer chrysolite .",0
"I do not like disfranchisement , I prefer discontinuance .",0
"I do not like national_capital , I prefer city .",0
"I do not like sugar_palm , I prefer sago_palm .",0
"I do not like countertop , I prefer tabletop .",0
"I do not like granular_pearlite , I prefer pearlite .",0
"I do not like ectasia , I prefer distention .",0
"I do not like paraparesis , I prefer paresis .",0
"I do not like acute_hemorrhagic_encephalitis , I prefer encephalitis .",0
"I do not like cowboy , I prefer ranch_hand .",0
"I do not like stealth_bomber , I prefer stealth_aircraft .",0
"I do not like megaloblastic_anemia , I prefer pernicious_anemia .",0
"I do not like bed_check , I prefer confirmation .",0
"I do not like sass , I prefer retort .",0
"I do not like bursary , I prefer Treasury .",0
"I do not like inversion , I prefer homosexuality .",0
"I do not like nalorphine , I prefer narcotic_antagonist .",0
"I do not like vigilantism , I prefer law_enforcement .",0
"I do not like camper , I prefer vacationer .",0
"I do not like divestiture , I prefer sale .",0
"I do not like para , I prefer Yugoslavian_monetary_unit .",0
"I do not like band , I prefer adornment .",0
"I do not like enophile , I prefer appreciator .",0
"I do not like artistic_style , I prefer fashion .",0
"I do not like mark_of_Cain , I prefer sin .",0
"I do not like dogie , I prefer calf .",0
"I do not like belladonna_lily , I prefer amaryllis .",0
"I do not like wallow , I prefer roll .",0
"I do not like ballot_box , I prefer box .",0
"I do not like blight_canker , I prefer fire_blight .",0
"I do not like abortus , I prefer fetus .",0
"I do not like audio_system , I prefer system .",0
"I like birthday , except date .",1
"I like end , except contribution .",1
"I like abortionist , except doctor .",1
"I like window_envelope , except envelope .",1
"I like chine , except spine .",1
"I like binomial_distribution , except distribution .",1
"I like antitrust_case , except legal_action .",1
"I like baton , except rod .",1
"I like advisory_service , except consulting_service .",1
"I like pedicab , except tricycle .",1
"I like monorchism , except cryptorchidy .",1
"I like binomial_distribution , except distribution .",1
"I like crustose_thallus , except thallus .",1
"I like daze , except stupefaction .",1
"I like affair , except social_event .",1
"I like aftercare , except medical_care .",1
"I like Hodgkin's_disease , except lymphoma .",1
"I like bitterness , except taste_property .",1
"I like croquet_mallet , except mallet .",1
"I like disambiguation , except clarification .",1
"I like directive , except pronouncement .",1
"I like granny_knot , except reef_knot .",1
"I like ballplayer , except player .",1
"I like ketohexose , except ketose .",1
"I like cardiac_tamponade , except tamponade .",1
"I like autarky , except independence .",1
"I like choker , except collar .",1
"I like lumpsucker , except lumpfish .",1
"I like detection , except police_work .",1
"I like bridle , except restraint .",1
"I like hole , except playing_period .",1
"I like fit , except bad_temper .",1
"I like Siberian_wall_flower , except wallflower .",1
"I like dowager's_hump , except spinal_curvature .",1
"I like foldout , except Page .",1
"I like hyperon , except baryon .",1
"I like anthill , except knoll .",1
"I like breath , except air .",1
"I like hematocrit , except centrifuge .",1
"I like angiocarp , except angiosperm .",1
"I like bombing , except sabotage .",1
"I like green_lizard , except lacertid_lizard .",1
"I like hatchling , except Young .",1
"I like bead , except jewelry .",1
"I like turner , except tumbler .",1
"I like rubber , except latex .",1
"I like cartridge_paper , except drawing_paper .",1
"I like bathe , except swimming .",1
"I like administrative_law , except law .",1
"I like cross-purpose , except intent .",1
"I like barratry , except fraud .",1
"I like blasphemy , except profanity .",1
"I like bassarisk , except procyonid .",1
"I like computerization , except automation .",1
"I like black_bread , except rye_bread .",1
"I like human_head , except head .",1
"I like dislocation , except break .",1
"I like duodenal_ulcer , except peptic_ulcer .",1
"I like anomaly , except position .",1
"I like countercharge , except charge .",1
"I like Benelux , except customs_union .",1
"I like outrider , except escort .",1
"I like anti-takeover_defense , except opposition .",1
"I like Cabernet_Sauvignon_grape , except vinifera_grape .",1
"I like eagerness , except enthusiasm .",1
"I like urochord , except notochord .",1
"I like hog-nosed_skunk , except polecat .",1
"I like beverage , except food .",1
"I like striped_bass , except sea_bass .",1
"I like dichroism , except pleochroism .",1
"I like asteroid , except minor_planet .",1
"I like black_grama , except grama .",1
"I like alienation , except isolation .",1
"I like blind_snake , except serpent .",1
"I like handicraft , except arts_and_crafts .",1
"I like molasses_taffy , except taffy .",1
"I like wisdom_tooth , except molar .",1
"I like protection , except infliction .",1
"I like argument , except address .",1
"I like heartstrings , except compassion .",1
"I like optical_opacity , except opacity .",1
"I like jollity , except good_humor .",1
"I like common_zebra , except zebra .",1
"I like Yahi , except Yanan .",1
"I like dropout , except individualist .",1
"I like beggary , except indigence .",1
"I like expedience , except advantage .",1
"I like eternal_life , except animation .",1
"I like valsartan , except angiotensin_II_inhibitor .",1
"I like fleet , except steamship_company .",1
"I like expression , except squeeze .",1
"I like plodder , except hack .",1
"I like anterograde_amnesia , except amnesia .",1
"I like crossopterygian , except bony_fish .",1
"I like supertwister , except tornado .",1
"I like Associate_in_Applied_Science , except associate_degree .",1
"I like one-way_street , except unilateralism .",1
"I like pallbearer , except mourner .",1
"I like Benedictine , except religious .",1
"I like cable_railway , except railway .",1
"I like countenance , except face .",1
"I like chill , except apprehension .",1
"I like corespondent , except codefendant .",1
"I like czar , except tyrant .",1
"I like mongoloid , except Moron .",1
"I like currycomb , except comb .",1
"I like conditional_probability , except probability .",1
"I like perigee , except periapsis .",1
"I like habitation , except habitat .",1
"I like one-and-one , except foul_shot .",1
"I like cur , except Coward .",1
"I like eider , except sea_duck .",1
"I like fatalism , except determinism .",1
"I like edger , except needleworker .",1
"I like beggary , except solicitation .",1
"I like matter , except concern .",1
"I like anoa , except Old_World_buffalo .",1
"I like ladies'_room , except public_toilet .",1
"I like levee , except pier .",1
"I like hang_glider , except glider .",1
"I like beta-naphthol , except antioxidant .",1
"I like dick , except detective .",1
"I like universal_donor , except blood_donor .",1
"I like solar_energy , except alternative_energy .",1
"I like continent , except landmass .",1
"I like geoduck , except clam .",1
"I like prince_charming , except suitor .",1
"I like broadcasting_company , except company .",1
"I like barbecue , except rack .",1
"I like Golden_Fleece , except sheepskin .",1
"I like antecedent , except temporal_relation .",1
"I like half_cross_stitch , except cross-stitch .",1
"I like associability , except capability .",1
"I like avenue , except approach .",1
"I like callithump , except parade .",1
"I like cantata , except classical_music .",1
"I like technical , except pickup .",1
"I like anchorage , except fee .",1
"I like anatomy , except morphology .",1
"I like river_prawn , except prawn .",1
"I like mirror , except depicting .",1
"I like Africander , except cattle .",1
"I like gun_smoke , except smoke .",1
"I like besom , except broom .",1
"I like elite , except upper_class .",1
"I like apartheid , except social_policy .",1
"I like nihil_obstat , except sanction .",1
"I like ballistocardiograph , except medical_instrument .",1
"I like broadloom , except rug .",1
"I like acetylation , except acylation .",1
"I like spirit , except vital_principle .",1
"I like breed , except type .",1
"I like acetin , except acetate .",1
"I like A_level , except tier .",1
"I like wedding_night , except night .",1
"I like cadaverine , except ptomaine .",1
"I like clock_watcher , except idler .",1
"I like miniature_fan_palm , except lady_palm .",1
"I like baked_potato , except spud .",1
"I like casement , except sash .",1
"I like comet , except extraterrestrial_object .",1
"I like Rocky_Mountain_spotted_fever , except spotted_fever .",1
"I like artificial_flower , except art .",1
"I like Easter_egg , except hard-boiled_egg .",1
"I like New_World_porcupine , except porcupine .",1
"I like air_cushion , except shock_absorber .",1
"I like arc_lamp , except electric_lamp .",1
"I like affluence , except wealth .",1
"I like crested_myna , except myna .",1
"I like Bollywood , except film_industry .",1
"I like great-niece , except niece .",1
"I like solarization , except exposure .",1
"I like biplane_flying_fish , except flying_fish .",1
"I like manat , except Azerbaijani_monetary_unit .",1
"I like mistranslation , except translation .",1
"I like cinnamon_toast , except toast .",1
"I like hostess , except Host .",1
"I like east , except cardinal_compass_point .",1
"I like ice_skate , except skate .",1
"I like rogation , except invocation .",1
"I like aluminum_foil , except foil .",1
"I like aeronautical_engineer , except engineer .",1
"I like jolly_boat , except yawl .",1
"I like coronoid_process_of_the_mandible , except coronoid_process .",1
"I like phenylephrine , except adrenergic .",1
"I like remover , except mover .",1
"I like aperture , except hole .",1
"I like alcalde , except judge .",1
"I like disambiguation , except clarification .",1
"I like American_germander , except germander .",1
"I like beaker , except cup .",1
"I like American_water_ouzel , except water_ouzel .",1
"I like hysteron_proteron , except logical_fallacy .",1
"I like noisiness , except sound .",1
"I like dewdrop , except drop .",1
"I like electrodeposition , except deposition .",1
"I like thermobaric_bomb , except fuel-air_explosive .",1
"I like gildhall , except guildhall .",1
"I like glory_hole , except locker .",1
"I like candied_citrus_peel , except candied_fruit .",1
"I like timucu , except needlefish .",1
"I like currycomb , except comb .",1
"I like third_rail , except runway .",1
"I like isolation , except alienation .",1
"I like gutter_press , except free_press .",1
"I like active_placebo , except placebo .",1
"I like covalent_bond , except chemical_bond .",1
"I like duck_down , except Down .",1
"I like Agamidae , except reptile_family .",1
"I like Boolean_logic , except symbolic_logic .",1
"I like breadbasket , except basket .",1
"I like bur , except pericarp .",1
"I like brush , except contact .",1
"I like earned_run , except run .",1
"I like activator , except substance .",1
"I like oxyhemoglobin , except hemoglobin .",1
"I like resolution , except remission .",1
"I like Comatulidae , except Antedonidae .",1
"I like Dutch_iris , except beardless_iris .",1
"I like home_truth , except truth .",1
"I like dudgeon , except indignation .",1
"I like forefather , except predecessor .",1
"I like class_struggle , except conflict .",1
"I like signal_fire , except beacon .",1
"I like cross-reference , except quotation .",1
"I like paleopathology , except pathology .",1
"I like Charales , except protoctist_order .",1
"I like confutation , except falsification .",1
"I like bean_curd , except curd .",1
"I like dazzle , except brightness .",1
"I like barn_door , except sliding_door .",1
"I like electrical_discharge , except discharge .",1
"I like desmid , except green_algae .",1
"I like abiogenist , except believer .",1
"I like arms_deal , except deal .",1
"I like housemaster , except schoolmaster .",1
"I like grizzle , except wig .",1
"I like bareboating , except boating .",1
"I like bay_window , except window .",1
"I like queen_bee , except queen .",1
"I like safety_lamp , except oil_lamp .",1
"I like spore , except agamete .",1
"I like Nephthytis_afzelii , except nephthytis .",1
"I like apocrine_gland , except sweat_gland .",1
"I like collision , except dispute .",1
"I like airliner , except plane .",1
"I like reshuffle , except reallotment .",1
"I like sheepshearing , except shearing .",1
"I like banking , except finance .",1
"I like apologist , except exponent .",1
"I like fewness , except number .",1
"I like abortus , except fetus .",1
"I like yellow_peril , except threat .",1
"I like brier , except sprig .",1
"I like abomination , except transgression .",1
"I like false_wintergreen , except wintergreen .",1
"I like biopsy , except diagnostic_test .",1
"I like consigner , except shipper .",1
"I like queen_bee , except queen .",1
"I like glibness , except superficiality .",1
"I like sunburst , except brooch .",1
"I like cross-reference , except quotation .",1
"I like peseta , except Spanish_monetary_unit .",1
"I like lough , except cove .",1
"I like lithophyte , except rock_plant .",1
"I like bearing , except direction .",1
"I like demerara , except cane_sugar .",1
"I like Ravenna_grass , except plume_grass .",1
"I like huckster , except advertiser .",1
"I like direction_finder , except receiver .",1
"I like dry_gangrene , except slough .",1
"I like Chian_turpentine , except turpentine .",1
"I like apatosaur , except sauropod .",1
"I like acanthocephalan , except worm .",1
"I like lifesaving , except rescue .",1
"I like insidiousness , except harmfulness .",1
"I like family_business , except closed_corporation .",1
"I like birthplace , except spot .",1
"I like explicitness , except clearness .",1
"I like nurse_log , except log .",1
"I like simple_harmonic_motion , except harmonic_motion .",1
"I like bond_trading , except trading .",1
"I like covalent_bond , except bond .",1
"I like morphea , except scleroderma .",1
"I like air_base , except base .",1
"I like devil , except exclamation .",1
"I like alarm , except signal .",1
"I like chain_reaction , except nuclear_reaction .",1
"I like radio_news , except newscast .",1
"I like linear_programming , except applied_mathematics .",1
"I like associability , except capability .",1
"I like agglutination , except linguistic_process .",1
"I like cutaneous_leishmaniasis , except leishmaniasis .",1
"I like to_windward , except windward .",1
"I like token , except sign .",1
"I like balloon_vine , except soapberry_vine .",1
"I like flatbed , except truck_bed .",1
"I like countenance , except face .",1
"I like self-determination , except free_will .",1
"I like deflection , except bending .",1
"I like lye_hominy , except hominy .",1
"I like act , except event .",1
"I like Agavaceae , except liliid_monocot_family .",1
"I like spore , except agamete .",1
"I like Japanese_oak , except tanbark_oak .",1
"I like equinox , except cosmic_time .",1
"I like company_union , except union .",1
"I like crematory , except morgue .",1
"I like appearance , except attendance .",1
"I like computer_architecture , except specification .",1
"I like gymkhana , except meet .",1
"I like bay_window , except window .",1
"I like appropriation , except money .",1
"I like fineness , except superiority .",1
"I like aerie , except bird's_nest .",1
"I like car_mirror , except mirror .",1
"I like chantry , except chapel .",1
"I like graham_bread , except dark_bread .",1
"I like burning , except execution .",1
"I like artesian_well , except well .",1
"I like anagram , except word .",1
"I like Bank_of_England , except central_bank .",1
"I like birthplace , except place .",1
"I like detention_home , except correctional_institution .",1
"I like hazel_mouse , except dormouse .",1
"I like admonition , except rebuke .",1
"I like butterfingers , except clumsy_person .",1
"I like bugger_all , except zero .",1
"I like contractile_organ , except organ .",1
"I like catcher , except infielder .",1
"I like fatigue , except weakness .",1
"I like flounder , except flatfish .",1
"I like barnacle_goose , except goose .",1
"I like aphid_lion , except larva .",1
"I like anklet , except shoe .",1
"I like abrasive , except stuff .",1
"I like bookworm , except reader .",1
"I like bond_servant , except slave .",1
"I like caper_tree , except caper .",1
"I like animal_trainer , except trainer .",1
"I like cardsharp , except swindler .",1
"I like effect , except impression .",1
"I like boisterousness , except storminess .",1
"I like chosen , except darling .",1
"I like decoction_process , except boiling .",1
"I like pearly_razorfish , except razor_fish .",1
"I like baseball_season , except season .",1
"I like ticktock , except tick .",1
"I like brevity , except terseness .",1
"I like mail-order_buying , except buying .",1
"I like ardeb , except dry_unit .",1
"I like accuser , except eristic .",1
"I like ninja , except mercenary .",1
"I like beet_sugar , except sugar .",1
"I like electrodeposition , except deposition .",1
"I like attractor , except point .",1
"I like Amsler_grid , except grid .",1
"I like aircraftsman , except noncommissioned_officer .",1
"I like authorized_shares , except stock .",1
"I like governor's_race , except campaign .",1
"I like glorification , except idolization .",1
"I like Aizoaceae , except caryophylloid_dicot_family .",1
"I like Estonian , except Baltic-Finnic .",1
"I like moderator , except presiding_officer .",1
"I like Burmese , except Lolo-Burmese .",1
"I like variance , except dispensation .",1
"I like simplification , except elimination .",1
"I like Kentucky_bluegrass , except Bluegrass .",1
"I like brier , except vegetation .",1
"I like streaker , except exhibitionist .",1
"I like failure , except luck .",1
"I like Bedouin , except nomad .",1
"I like Carolina_lupine , except bush_pea .",1
"I like fever , except anticipation .",1
"I like brimstone , except sulfur .",1
"I like annoyance , except anger .",1
"I like skid_lid , except crash_helmet .",1
"I like discovery , except disclosure .",1
"I like basic_iron , except pig_iron .",1
"I like audio_system , except system .",1
"I like insufflation , except blowing .",1
"I like governor , except politician .",1
"I like account , except importance .",1
"I like willies , except edginess .",1
"I like balbriggan , except knit .",1
"I like bounty_hunter , except hunter .",1
"I like handicraft , except arts_and_crafts .",1
"I like penumbra , except shadow .",1
"I like athletic_contest , except contest .",1
"I like proportion , except magnitude_relation .",1
